0.03333,MOT_mc_bg_black_00,stay,,
14.665199999999999,5,j3-2,,
15.03183,1,w2,,
15.03183,2,w2,,
15.03183,3,w2,,
15.03183,4,w2,,
15.03183,5,w2,,
15.265139999999999,MOT_all,cut2,,
16.03173,MOT_mc_bg_black_00,b45-20,,
16.03173,1,2-1,,
16.03173,2,2-1,,
16.03173,3,2-1,,
16.03173,4,2-1,,
16.03173,5,2-1,,
16.43169,1,lp1,,
16.43169,2,lp1,,
16.43169,3,lp1,,
16.43169,4,lp1,,
16.43169,5,lp1,,
17.39826,1,1-2,,
17.39826,2,1-2,,
17.39826,3,1-2,,
17.39826,4,1-2,,
17.39826,5,1-2,,
17.39826,2,,l3,
17.39826,4,,lb2,
17.39826,3,,r3,
17.39826,5,,rb2,
17.79822,1,lp2,,
17.79822,2,lp2,,
17.79822,3,lp2,,
17.79822,4,lp2,,
17.79822,5,lp2,,
19.03143,1,2-4,,
19.03143,2,2-4,,
19.03143,3,2-4,,
19.03143,4,2-4,,
19.03143,5,2-4,,
19.03143,2,,lb2,
19.03143,4,,l3,
19.03143,3,,rb2,
19.03143,5,,r3,
19.564709999999998,1,lp4,,
19.564709999999998,2,lp4,,
19.564709999999998,3,lp4,,
19.564709999999998,4,lp4,,
19.564709999999998,5,lp4,,
21.36453,1,4-2,,
21.36453,2,4-2,,
21.36453,3,4-2,,
21.36453,4,4-2,,
21.36453,5,4-2,,
21.36453,2,,l3,
21.36453,4,,lb2,
21.36453,3,,r3,
21.36453,5,,rb2,
21.73116,1,lp2,,
21.73116,2,lp2,,
21.73116,3,lp2,,
21.73116,4,lp2,,
21.73116,5,lp2,,
23.79762,1,2-3,,
23.79762,2,2-3,,
23.79762,3,2-3,,
23.79762,4,2-3,,
23.79762,5,2-3,,
23.79762,2,,lb2,
23.79762,4,,l3,
23.79762,3,,rb2,
23.79762,5,,r3,
24.16425,1,lp3,,
24.16425,2,lp3,,
24.16425,3,lp3,,
24.16425,4,lp3,,
24.16425,5,lp3,,
25.53078,1,j3-1,,
25.53078,2,j3-1,,
25.53078,3,j3-1,,
25.53078,4,j3-1,,
25.53078,5,j3-1,,
25.9974,1,sj1,,
25.9974,2,sj1,,
25.9974,3,sj1,,
25.9974,4,sj1,,
25.9974,5,sj1,,
26.264039999999998,1,1-2,,
26.264039999999998,2,1-2,,
26.264039999999998,3,1-2,,
26.264039999999998,4,1-2,,
26.264039999999998,5,1-2,,
26.59734,1,lp2,,
26.59734,2,lp2,,
26.59734,3,lp2,,
26.59734,4,lp2,,
26.59734,5,lp2,,
27.497249999999998,5,sj2,,
27.497249999999998,4,sj2,,
27.497249999999998,1,sj2,,
27.79722,2,sj2,,
27.79722,3,sj2,,
28.097189999999998,5,2-3,,
28.097189999999998,4,2-3,,
28.097189999999998,1,2-3,,
28.330499999999997,2,2-3,,
28.330499999999997,3,2-3,,
28.56381,5,sj3,,
28.56381,4,sj3,,
28.56381,1,sj3,,
28.63047,MOT_control_all,cut1_02,,
28.79712,2,sj3,,
28.79712,3,sj3,,
28.96377,5,j3-4,,
28.96377,4,j3-4,,
28.96377,1,j3-4,,
29.097089999999998,2,j2-4,,
29.097089999999998,3,j2-4,,
29.19708,MOT_all,cut3,,
29.43039,1,w4,,
29.43039,2,w4,,
29.43039,3,w4,,
29.43039,4,w4,,
29.43039,5,lp4,,
29.76369,5,,,f2
30.06366,5,j4-3,,
30.530279999999998,5,lp3,rb2,
31.49685,5,3-2,rb1,
31.83015,5,lp2,rb0,
32.79672,5,2-1,,
33.16335,5,lp1,,
34.09659,5,1-4,r1,
34.49655,5,lp4,,
35.39646,1,4-1,,
35.39646,2,4-1,,
35.39646,3,4-1,,
35.39646,4,4-1,,
35.39646,5,4-1,r2,
35.56311,MOT_control_all,cut1_03,,
35.76309,MOT_all,cut4,,
35.79642,5,w1,,b1
35.79642,1,w1,,
35.79642,3,lp1,,
35.79642,4,w1,,
35.79642,2,w1,,
36.16305,3,1-2,,f2
36.52968,3,lp2,,
37.3296,3,2-3,rb1,
37.69623,3,lp3,,
37.896209999999996,3,sp3-4,rb0,
38.9961,3,sj3,,
39.36273,3,lp3,,
40.26264,3,3-2,r1,
40.69593,3,lp2,,
41.79582,3,2-4,r2,
42.12912,3,lp4,,
42.3291,MOT_control_all,cut1_04,,
42.395759999999996,MOT_all,cut5,,
42.395759999999996,3,4-3,,
42.395759999999996,4,1-3,,f2
42.395759999999996,2,1-3,,
42.395759999999996,5,1-3,,
42.395759999999996,1,1-3,,
42.72906,3,w3,,b1
42.72906,4,lp3,,
42.72906,2,w3,,
42.72906,5,w3,,
42.72906,1,w3,,
43.195679999999996,4,3-4,,
43.628969999999995,4,lp4,lb2,
43.96227,4,,lb1,
44.428889999999996,4,j4-1,lb0,
44.92884,4,lp1,,
45.82875,4,1-3,,
46.12872,4,2-3,,
46.495349999999995,4,lp3,,
47.628569999999996,4,j3-2,l1,
48.29517,4,lp2,,
48.76179,4,2-1,l2,
48.76179,2,3-1,,
48.76179,5,3-1,,
48.76179,1,3-1,,
48.76179,3,3-1,,
49.06176,MOT_all,cut6,,
49.12842,2,,,f2
49.19508,MOT_control_all,cut1_05,,
49.22841,4,w1,,b1
49.22841,2,lp1,,
49.22841,3,w1,,
49.22841,5,w1,,
49.22841,1,w1,,
49.86168,2,1-4,,
50.19498,2,lp4,,
50.928239999999995,2,j4-2,lb1,
51.49485,2,lp2,,
51.89481,2,2-1,lb0,
52.22811,2,lp1,,
52.594739999999994,2,j1-4,,
53.06136,2,lp4,,
53.6613,2,sp3-4,,
54.49455,2,j3-1,l1,
54.961169999999996,2,lp1,l2,
55.461119999999994,MOT_control_all,cut1_06,,
55.59444,2,1-2,,b1
55.59444,5,1-2,,
55.59444,1,1-2,,f2
55.59444,3,1-2,,
55.59444,4,1-2,,
55.6611,MOT_all,cut7,,
55.96107,1,lp2,,
55.96107,2,w2,,
55.96107,5,w2,,
55.96107,4,w2,,
55.96107,3,w2,,
56.161049999999996,1,2-3,,
56.49435,1,lp3,r1,
57.16095,1,,r2,
57.49425,1,j3-4,,
58.02753,1,lp4,,
59.060759999999995,1,4-1,r3,
59.427389999999995,1,lp1,,
59.76069,1,j1-2,,
60.227309999999996,1,lp2,,
60.89391,1,2-1,rb2,
61.29387,1,lp1,rb1,
61.72716,1,1-3,rb0,
61.927139999999994,MOT_control_all,cut1_08,,
62.02713,1,lp3,,
62.02713,2,3-2,,
62.02713,5,3-2,,
62.02713,4,3-2,,
62.02713,3,3-2,,
62.293769999999995,MOT_all,cut8,,
62.46042,1,w3,,b1
62.46042,2,w2,,
62.46042,5,w2,,
62.46042,4,w2,,
62.46042,3,w2,,
62.660399999999996,2,j2-3,,f1
62.660399999999996,4,j2-3,,f1
63.127019999999995,2,lp3,lb1,
63.127019999999995,4,lp3,lb2,
63.493649999999995,2,,lb0,
63.493649999999995,4,,lb1,
63.72696,MOT_control_all,cut1_09,,
64.06026,MOT_all,cut9,,
64.19358,2,w3,,
64.19358,4,w3,,
64.19358,3,j2-3,,
64.19358,5,j2-3,,
64.76019,3,lp3,rb1,
64.76019,5,lp3,rb2,
65.19348,3,,rb0,
65.19348,5,,rb1,
65.59344,MOT_control_all,cut1_10,,
65.92674,1,sp3-4,,
65.92674,2,sp3-4,,
65.92674,3,sp3-4,,
65.92674,4,sp3-4,,
65.92674,5,sp3-4,,
66.36003,MOT_control_all,cut1_11,,
66.66,1,sj4,,
66.66,2,sj4,,
66.66,3,sj4,,
66.66,4,sj4,,
66.66,5,sj4,,
66.95997,1,j4-2,,
66.95997,2,j4-2,,
66.95997,3,j4-2,,
66.95997,4,j4-2,,
66.95997,5,j4-2,,
67.45992,1,lp2,,
67.45992,2,lp2,,
67.45992,3,lp2,,
67.45992,4,lp2,,
67.45992,5,lp2,,
69.15975,1,sp2-3,,
69.15975,2,sp2-3,,
69.15975,3,sp2-3,,
69.15975,4,sp2-3,,
69.15975,5,sp2-3,,
69.72636,MOT_all,cut10,,
70.15965,MOT_mc_bg_black_00,b45-20,,
70.15965,1,3-1,,b0
70.15965,4,3-1,,b0
70.15965,5,3-1,,b0
70.15965,2,3-1,,b0
70.15965,3,3-1,,b0
70.45962,MOT_mc_light_center_00,lt_1,,
70.45962,MOT_control_all,cut3_01,,
70.49295,MOT_mc_back_00,stage,,
70.69292999999999,1,w1,,
70.69292999999999,2,w1,,
70.69292999999999,3,w1,,
70.69292999999999,4,w1,,
70.69292999999999,5,w1,,
70.99289999999999,1,1-2,,
70.99289999999999,2,1-2,l1,
70.99289999999999,3,1-2,r1,
70.99289999999999,4,1-2,r1,
70.99289999999999,5,1-2,l1,
71.62617,1,2-3,,
71.62617,2,2-3,lb0,
71.62617,3,2-3,rb0,
71.62617,4,2-3,rb0,
71.62617,5,2-3,lb0,
72.52608,1,3-4,,
72.52608,2,3-4,r1,
72.52608,3,3-4,l1,
72.52608,4,3-4,l1,
72.52608,5,3-4,r1,
73.29267,1,4-2,,
73.29267,2,4-2,rb0,
73.29267,3,4-2,lb0,
73.29267,4,4-2,lb0,
73.29267,5,4-2,rb0,
73.69263,1,lp2,,
73.69263,2,lp2,,
73.69263,3,lp2,,
73.69263,4,lp2,,
73.69263,5,lp2,,
74.05926,1,2-1,,
74.15925,2,2-4,,
74.15925,3,2-4,,
74.39256,4,2-4,,
74.39256,5,2-4,,
74.82585,1,1-4,,
74.82585,2,,l1,
74.82585,3,,r1,
74.95917,4,,l1,
74.95917,5,,r1,
75.09249,2,,l2,
75.09249,3,,r2,
75.22581,4,,l2,
75.22581,5,,r2,
75.39246,1,hj4,,
75.39246,2,hj4,,
75.39246,3,hj4,,
75.39246,4,hj4,,
75.39246,5,hj4,,
75.95907,1,w4,,
75.95907,2,w4,,
75.95907,3,w4,,
75.95907,4,w4,,
75.95907,5,w4,,
76.09239,1,j4-1,,
76.09239,2,j4-1,,
76.09239,3,j4-1,,
76.09239,4,j4-1,,
76.09239,5,j4-1,,
76.59234,1,lp1,,
76.59234,2,lp1,,
76.59234,3,lp1,,
76.59234,4,lp1,,
76.59234,5,lp1,,
76.92564,2,,lb1,
76.92564,3,,rb1,
76.92564,4,,lb1,
76.92564,5,,rb1,
77.3256,2,,lb0,
77.3256,3,,rb0,
77.3256,4,,lb0,
77.3256,5,,rb0,
77.59223999999999,2,,r1,
77.59223999999999,3,,l1,
77.59223999999999,4,,r1,
77.59223999999999,5,,l1,
77.72556,1,j1-2,,
77.72556,2,j1-2,,
77.72556,3,j1-2,,
77.72556,4,j1-2,,
77.72556,5,j1-2,,
77.75889,MOT_mc_light_center_00,lt_3,,
78.25883999999999,1,lp2,,
78.25883999999999,2,lp2,,
78.25883999999999,3,lp2,,
78.25883999999999,4,lp2,,
78.25883999999999,5,lp2,,
79.35873,MOT_mc_light_center_00,lt_3,,
79.69203,2,2-4,r2,
79.69203,3,2-4,l2,
79.69203,4,2-4,r2,
79.69203,5,2-4,l2,
80.05866,2,lp4,,
80.05866,3,lp4,,
80.05866,4,lp4,,
80.05866,5,lp4,,
80.55861,1,j4-3,,
80.55861,2,j4-3,,
80.55861,3,j4-3,,
80.55861,4,j4-3,,
80.55861,5,j4-3,,
80.92524,MOT_mc_light_center_00,lt_4,,
81.05856,1,lp3,,
81.05856,2,lp3,,
81.05856,3,lp3,,
81.05856,4,lp3,,
81.05856,5,lp3,,
81.55851,1,3-1,,
81.69183,2,3-1,rb1,
81.69183,3,3-1,lb1,
81.79182,4,3-1,rb1,
81.79182,5,3-1,lb1,
82.35843,4,sj1,,
82.45841999999999,2,sj1,,
82.55841,1,sj1,,
82.6584,3,sj1,,
82.75838999999999,5,sj1,,
82.85838,3,sj1,,
82.95837,1,sj1,,
83.05836,2,sj1,,
83.12501999999999,4,sj1,,
83.39166,1,1-2,,f1
83.39166,2,1-2,,f1
83.39166,3,1-2,,f1
83.39166,4,1-2,,f1
83.39166,5,1-2,,f1
83.85828,1,2-3,,
83.85828,2,2-3,,
83.85828,3,2-3,,
83.85828,4,2-3,,
83.85828,5,2-3,,
84.19158,1,lp3,,
84.19158,2,lp3,,
84.19158,3,lp3,,
84.19158,4,lp3,,
84.19158,5,lp3,,
84.25824,MOT_mc_light_center_00,lt_1,,
84.55821,1,3-4,,
84.55821,2,3-4,,
84.55821,3,3-4,,
84.55821,4,3-4,,
84.55821,5,3-4,,
84.95817,1,j4-3,,
84.95817,2,j4-3,,
84.95817,3,j4-3,,
84.95817,4,j4-3,,
84.95817,5,j4-3,,
85.42479,1,lp3,,
85.42479,2,lp3,,
85.42479,3,lp3,,
85.42479,4,lp3,,
85.42479,5,lp3,,
85.69143,1,sp3-4,,
85.79142,2,sp3-4,rb0,
85.79142,3,sp3-4,lb0,
85.89141,4,sp3-4,rb0,
85.89141,5,sp3-4,lb0,
86.55801,1,sj4,,
86.55801,4,sj4,,
86.55801,5,sj4,,
86.55801,2,sj4,,
86.55801,3,sj4,,
86.82464999999999,1,hj4,,
86.82464999999999,2,hj4,,
86.82464999999999,3,hj4,,
86.82464999999999,4,hj4,,
86.82464999999999,5,hj4,,
87.25793999999999,1,4-2,,
87.25793999999999,2,4-2,,
87.25793999999999,3,4-2,,
87.25793999999999,4,4-2,,
87.25793999999999,5,4-2,,
87.25793999999999,2,,r1,
87.25793999999999,3,,l1,
87.25793999999999,4,,r1,
87.25793999999999,5,,l1,
87.75788999999999,1,lp2,,
87.75788999999999,2,lp2,,
87.75788999999999,3,lp2,,
87.75788999999999,4,lp2,,
87.75788999999999,5,lp2,,
87.75788999999999,2,,rb0,
87.75788999999999,3,,lb0,
87.75788999999999,4,,rb0,
87.75788999999999,5,,lb0,
88.39116,1,j2-3,,
88.39116,2,j2-3,,
88.39116,3,j2-3,,
88.39116,4,j2-3,,
88.39116,5,j2-3,,
88.39116,2,,l1,
88.39116,3,,r1,
88.39116,4,,l1,
88.39116,5,,r1,
88.92443999999999,1,lp3,,
88.92443999999999,2,lp3,,
88.92443999999999,3,lp3,,
88.92443999999999,4,lp3,,
88.92443999999999,5,lp3,,
88.92443999999999,2,,lb0,
88.92443999999999,3,,rb0,
88.92443999999999,4,,lb0,
88.92443999999999,5,,rb0,
89.39106,4,,r1,
89.39106,5,,l1,
90.22431,1,3-1,,
90.22431,2,3-1,,
90.22431,3,3-1,,
90.22431,4,3-1,,
90.22431,5,3-1,,
90.45761999999999,MOT_control_all,cut3_02,,
90.59093999999999,1,lp1,,
90.59093999999999,2,w1,,
90.59093999999999,3,w1,,
90.59093999999999,4,w1,,
90.59093999999999,5,w1,,
90.89090999999999,1,1-2,,f2
91.09089,MOT_mc_light_center_00,lt_2,,
91.35753,1,lp2,,
92.15745,1,2-4,r1,
92.6574,1,4-1,r2,
93.05736,1,lp1,,
93.45732,MOT_control_all,cut3_03,,
93.55731,1,1-4,rb1,
93.55731,2,1-4,,
93.55731,3,1-4,,
93.55731,4,1-4,,
93.55731,5,1-4,,
93.89061,1,lp4,rb0,
94.3239,1,4-1,,
94.3239,2,4-1,,
94.3239,3,4-1,,
94.3239,4,4-1,,
94.3239,5,4-1,,
94.75719,1,lp1,,
94.75719,2,lp1,,
94.75719,3,lp1,,
94.75719,4,lp1,,
94.75719,5,lp1,,
95.6571,1,1-3,,
95.6571,2,1-3,,
95.6571,3,1-3,,
95.6571,4,1-3,,
95.6571,5,1-3,,
96.05705999999999,1,lp3,,
96.05705999999999,2,lp3,,
96.05705999999999,3,lp3,,
96.05705999999999,4,lp3,,
96.05705999999999,5,lp3,,
97.12362,MOT_control_all,cut5_01,,
97.19028,MOT_mc_special_03,cut5,,
97.95687,1,3-4,,
97.95687,2,3-4,,
97.95687,3,3-4,,
97.95687,4,3-4,,
97.95687,5,3-4,,
97.95687,2,,,
97.95687,3,,,
97.95687,4,,lb0,
97.95687,5,,rb0,
98.25684,1,hj4,,
98.25684,2,hj4,,
98.25684,3,hj4,,
98.25684,4,hj4,,
98.25684,5,hj4,,
98.45682,MOT_mc_back_00,last,,
98.45682,MOT_mc_bg_black_00,none,,
98.89010999999999,1,lp4,,
98.89010999999999,2,lp4,,
98.89010999999999,3,lp4,,
98.89010999999999,4,lp4,,
98.89010999999999,5,lp4,,
99.62337,2,4-1,,
99.62337,3,4-1,,
100.05666,2,lp1,,
100.05666,3,lp1,,
100.32329999999999,1,4-2,,
100.32329999999999,2,1-2,l1,
100.32329999999999,3,1-2,r1,
100.32329999999999,4,4-2,r1,
100.32329999999999,5,4-2,l1,
100.82325,1,lp2,,
100.82325,2,lp2,,
100.82325,3,lp2,,
100.82325,4,lp2,,
100.82325,5,lp2,,
101.25654,1,2-3,,
101.25654,2,2-3,lb0,
101.25654,3,2-3,rb0,
101.25654,4,2-3,rb0,
101.25654,5,2-3,lb0,
101.38986,MOT_mc_light_center_00,stay,,
101.62317,1,w3,,
101.62317,2,w3,,
101.62317,3,w3,,
101.62317,4,w3,,
101.62317,5,w3,,
102.38976,MOT_control_all,cut5_02,,
102.42309,1,3-4,,b1
102.42309,2,3-4,r1,
102.42309,3,3-4,l1,
102.42309,4,3-4,l1,
102.42309,5,3-4,r1,
102.75639,MOT_mc_bg_black_00,last_black,,
103.28967,1,4-2,,
103.28967,2,4-2,rb0,
103.28967,3,4-2,lb0,
103.28967,4,4-2,lb0,
103.28967,5,4-2,rb0,
103.6563,MOT_all,cut11,,
103.95626999999999,1,w2,,
103.95626999999999,2,w2,r1,
103.95626999999999,3,w2,l1,
103.95626999999999,4,w2,r1,
103.95626999999999,5,w2,l1,
104.42289,1,2-4,,
104.52288,2,2-4,,
104.52288,3,2-4,,
104.75618999999999,4,2-4,,
104.75618999999999,5,2-4,,
105.08949,1,lp4,,
105.08949,2,lp4,,
105.08949,3,lp4,,
105.08949,4,lp4,,
105.08949,5,lp4,,
105.18947999999999,2,,rb0,
105.18947999999999,3,,lb0,
105.18947999999999,4,,rb0,
105.18947999999999,5,,lb0,
105.88941,MOT_mc_special_03,cut5_02,,
105.95607,2,,l1,
105.95607,3,,r1,
105.95607,4,,l1,
105.95607,5,,r1,
106.82265,1,4-2,,
106.82265,2,4-2,,
106.82265,3,4-2,,
106.82265,4,4-2,,
106.82265,5,4-2,,
106.82265,2,,lb1,
106.82265,3,,rb1,
106.82265,4,,lb1,
106.82265,5,,rb1,
107.18928,1,w2,,
107.18928,2,w2,,
107.18928,3,w2,,
107.18928,4,w2,,
107.18928,5,w2,,
107.38926,2,,lb0,
107.38926,3,,rb0,
107.38926,4,,lb0,
107.38926,5,,rb0,
107.85588,1,sp2-3,,
107.85588,2,sp2-3,,
107.85588,3,sp2-3,,
107.85588,4,sp2-3,,
107.85588,5,sp2-3,,
108.92244,1,sj2,,
108.92244,2,sj2,,
108.92244,3,sj2,,
108.92244,4,sj2,,
108.92244,5,sj2,,
109.18907999999999,1,j2-3,,
109.18907999999999,2,j2-3,,
109.18907999999999,3,j2-3,,
109.18907999999999,4,j2-3,,
109.18907999999999,5,j2-3,,
109.68902999999999,1,3-1,,
109.68902999999999,2,3-1,,
109.68902999999999,3,3-1,,
109.68902999999999,4,3-1,,
109.68902999999999,5,3-1,,
109.95567,1,1-2,,
109.95567,2,1-2,,
109.95567,3,1-2,,
109.95567,4,1-2,,
109.95567,5,1-2,,
110.25564,1,2-4,,
110.25564,2,2-4,,
110.25564,3,2-4,,
110.25564,4,2-4,,
110.25564,5,2-4,,
110.52228,1,w4,,
110.52228,2,w4,,
110.52228,3,w4,,
110.52228,4,w4,,
110.52228,5,w4,,
