0.03333,MOT_mc_bg_black_00,b80-45,,
70.35963,4,sort,-13000,
70.35963,5,4-1,,b0
70.35963,5,sort,-13000,
70.35963,2,4-1,,b0
70.35963,2,sort,-13000,
70.35963,3,4-1,,b0
70.35963,3,sort,-13000,
70.45962,MOT_mc_back_00,stage,,
70.45962,MOT_mc_light_center_00,lt_1,,
70.45962,MOT_all,cut2,,
70.69292999999999,1,w1,,
70.69292999999999,2,w1,,
70.69292999999999,3,w1,,
70.69292999999999,4,w1,,
70.69292999999999,5,w1,,
70.92623999999999,MOT_control_all,cut3_01,,
70.99289999999999,1,1-2,,
70.99289999999999,2,1-2,l1,
70.99289999999999,3,1-2,r1,
70.99289999999999,4,1-2,r1,
70.99289999999999,5,1-2,l1,
71.55951,MOT_mc_light_center_00,lt_1,,
71.62617,1,2-3,,
71.62617,2,2-3,lb0,
71.62617,3,2-3,rb0,
71.62617,4,2-3,rb0,
71.62617,5,2-3,lb0,
72.52608,1,3-4,,
72.52608,2,3-4,r1,
72.52608,3,3-4,l1,
72.52608,4,3-4,l1,
72.52608,5,3-4,r1,
73.29267,1,4-2,,
73.29267,2,4-2,rb0,
73.29267,3,4-2,lb0,
73.29267,4,4-2,lb0,
73.29267,5,4-2,rb0,
73.69263,1,lp2,,
73.69263,2,lp2,,
73.69263,3,lp2,,
73.69263,4,lp2,,
73.69263,5,lp2,,
74.05926,1,2-1,,
74.15925,2,2-4,,
74.15925,3,2-4,,
74.39256,4,2-4,,
74.39256,5,2-4,,
74.82585,1,1-4,,
74.82585,2,,l1,
74.82585,3,,r1,
74.95917,4,,l1,
74.95917,5,,r1,
75.09249,2,,l2,
75.09249,3,,r2,
75.22581,4,,l2,
75.22581,5,,r2,
75.39246,1,hj4,,
75.39246,2,hj4,,
75.39246,3,hj4,,
75.39246,4,hj4,,
75.39246,5,hj4,,
75.95907,1,w4,,
75.95907,2,w4,,
75.95907,3,w4,,
75.95907,4,w4,,
75.95907,5,w4,,
76.15905,1,4-1,,b0
76.15905,1,sort,-13000,
76.15905,2,4-1,,b0
76.15905,2,sort,-13000,
76.15905,3,4-1,,b0
76.15905,3,sort,-13000,
76.15905,4,4-1,,b0
76.15905,4,sort,-13000,
76.15905,5,4-1,,b0
76.15905,5,sort,-13000,
76.49235,1,lp1,,
76.49235,2,lp1,,
76.49235,3,lp1,,
76.49235,4,lp1,,
76.49235,5,lp1,,
76.82565,2,,lb1,
76.82565,3,,rb1,
76.82565,4,,lb1,
76.82565,5,,rb1,
77.72556,1,j1-2,,
77.72556,2,j1-2,,
77.72556,3,j1-2,,
77.72556,4,j1-2,,
77.72556,5,j1-2,,
77.79222,MOT_mc_light_center_00,lt_3,,
78.25883999999999,1,lp2,,
78.25883999999999,2,lp2,,
78.25883999999999,3,lp2,,
78.25883999999999,4,lp2,,
78.25883999999999,5,lp2,,
79.39206,MOT_mc_light_center_00,lt_3,,
80.55861,1,2-3,,
80.55861,2,2-3,,
80.55861,3,2-3,,
80.55861,4,2-3,,
80.55861,5,2-3,,
80.95857,MOT_mc_light_center_00,lt_4,,
81.12522,1,sj3,,
81.12522,2,sj3,,
81.12522,3,sj3,,
81.12522,4,sj3,,
81.12522,5,sj3,,
81.55851,1,3-1,,
81.69183,2,3-1,,
81.69183,3,3-1,,
81.79182,4,3-1,,
81.79182,5,3-1,,
82.35843,4,sj1,,
82.45841999999999,2,sj1,,
82.55841,1,sj1,,
82.6584,3,sj1,,
82.75838999999999,5,sj1,,
82.85838,3,sj1,,
82.95837,1,sj1,,
83.05836,2,sj1,,
83.12501999999999,4,sj1,,
83.39166,1,1-2,,
83.39166,2,1-2,,
83.39166,3,1-2,,
83.39166,4,1-2,,
83.39166,5,1-2,,
83.85828,1,2-3,,
83.85828,2,2-3,,
83.85828,3,2-3,,
83.85828,4,2-3,,
83.85828,5,2-3,,
84.19158,1,lp3,,
84.19158,2,lp3,,
84.19158,3,lp3,,
84.19158,4,lp3,,
84.19158,5,lp3,,
84.29157,MOT_mc_special_03,cut5_01,,
84.29157,MOT_mc_light_center_00,stay,,
84.29157,MOT_control_all,cut3_02,,
91.05756,MOT_mc_special_03,cut5_02,,
102.65639999999999,MOT_mc_special_03,cut6,,
