0.03333,MOT_all,cut1,,
94.52387999999999,MOT_mc_light_up_00,l4,,
94.52387999999999,MOT_mc_stage_color_00,b-flash,,
94.52387999999999,MOT_mc_light_center_00,l3,,
94.52387999999999,MOT_mc_bg_black_00,b80-45,,
94.69053,6,j4-1,,f0
94.69053,7,j4-1,,f0
94.69053,8,j4-1,,f0
95.22381,6,sj1,,
95.22381,7,sj1,,
95.22381,8,sj1,,
95.79042,6,sj1,,
95.79042,7,sj1,,
95.79042,8,sj1,,
96.3237,6,1-2,,
96.3237,7,1-2,,
96.3237,8,1-2,,
96.85698,6,lp2,,
96.85698,7,lp2,,
96.85698,8,lp2,,
98.22350999999999,MOT_mc_bg_black_00,b45-20,,
98.45682,6,j2-3,,b-1
98.45682,7,j2-3,,b-1
98.45682,8,j2-3,,b-1
98.45682,1,j4-3,,
98.45682,9,j4-3,,
98.45682,4,j4-3,,
98.45682,5,j4-3,,
98.45682,2,j2-3,,
98.45682,3,j2-3,,
99.02342999999999,6,w3,,
99.02342999999999,7,w3,,
99.02342999999999,8,w3,,
99.02342999999999,6,w3,,
99.02342999999999,7,w3,,
99.02342999999999,1,j3-4,,
99.02342999999999,2,j3-4,,
99.02342999999999,3,j3-4,,
99.02342999999999,9,j3-4,,
99.59004,7,j3-4,,
99.59004,4,j3-4,,
99.59004,8,j3-4,,
99.59004,5,j3-4,,
99.59004,1,w4,,
99.59004,2,w4,,
99.59004,3,w4,,
99.59004,9,w4,,
100.12331999999999,6,j3-4,,
100.12331999999999,7,w4,,
100.12331999999999,4,w4,,
100.12331999999999,8,w4,,
100.12331999999999,5,w4,,
100.6566,1,j4-1,,
100.6566,2,j4-1,,
100.6566,3,j4-1,,
100.6566,4,j4-1,,
100.6566,5,j4-1,,
100.6566,6,j4-1,,
100.6566,7,j4-1,,
100.6566,8,j4-1,,
100.6566,9,j4-1,,
101.18988,1,lp1,,
101.18988,2,lp1,,
101.18988,3,lp1,,
101.18988,4,lp1,,
101.18988,5,lp1,,
101.18988,6,lp1,,
101.18988,7,lp1,,
101.18988,8,lp1,,
101.18988,9,lp1,,
102.92304,6,1-1,,
102.92304,7,1-1,,
102.92304,8,1-1,,
102.92304,1,j1-2,,
102.92304,9,j1-2,,
102.92304,4,1-1,,
102.92304,5,1-1,,
102.92304,2,1-1,,
102.92304,3,1-1,,
103.48965,6,w1,,
103.48965,7,w1,,
103.48965,8,w1,,
103.48965,1,j2-3,,
103.48965,9,j2-3,,
103.48965,4,w1,,
103.48965,5,w1,,
103.48965,2,w1,,
103.48965,3,w1,,
103.9896,6,,,
103.9896,7,,,
103.9896,8,,,
103.9896,1,lp3,,
103.9896,9,lp3,,
103.9896,4,,,
103.9896,5,,,
103.9896,2,,,
103.9896,3,,,
105.78941999999999,6,,,
105.78941999999999,7,,,
105.78941999999999,8,,,
105.78941999999999,1,3-4,,
105.78941999999999,9,3-4,,
105.78941999999999,4,,,
105.78941999999999,5,,,
105.78941999999999,2,,,
105.78941999999999,3,,,
106.18938,6,,,
106.18938,7,,,
106.18938,8,,,
106.18938,1,j4-1,,
106.18938,9,j4-1,,
106.18938,2,,,
106.18938,3,,,
106.65599999999999,6,,,
106.65599999999999,7,,,
106.65599999999999,8,,,
106.65599999999999,1,w1,,
106.65599999999999,9,w1,,
106.65599999999999,4,j1-2,,
106.65599999999999,5,j1-2,,
106.65599999999999,2,,,
106.65599999999999,3,,,
106.78931999999999,4,j1-2,,
106.78931999999999,5,j1-2,,
107.28927,4,2-3,,
107.28927,5,2-3,,
107.68923,4,lp3,,
107.68923,5,lp3,,
109.52238,4,sj3,,
109.52238,5,sj3,,
110.08899,4,sj3,,
110.08899,5,sj3,,
110.65559999999999,4,sj3,,
110.65559999999999,5,sj3,,
111.12222,4,j3-4,,
111.12222,5,j3-4,,
111.58883999999999,6,,,
111.58883999999999,7,,,
111.58883999999999,8,,,
111.58883999999999,4,w4,,
111.58883999999999,5,w4,,
111.72215999999999,2,j1-2,,
111.72215999999999,3,j1-2,,
112.18878,6,,,
112.18878,7,,,
112.18878,8,,,
112.18878,2,2-3,,
112.18878,3,2-3,,
112.75538999999999,6,,,
112.75538999999999,7,,,
112.75538999999999,8,,,
112.75538999999999,2,lp3,,
112.75538999999999,3,lp3,,
114.92183999999999,6,,,
114.92183999999999,7,,,
114.92183999999999,8,,,
114.92183999999999,2,j3-4,,
114.92183999999999,3,j3-4,,
115.42179,6,,,
115.42179,7,,,
115.42179,8,,,
115.42179,2,w4,,
115.42179,3,w4,,
115.72175999999999,6,1-2,,
115.72175999999999,7,1-2,,
115.72175999999999,8,1-2,,
115.72175999999999,1,4-2,,
115.72175999999999,9,4-2,,
115.72175999999999,4,4-2,,
115.72175999999999,5,4-2,,
115.72175999999999,2,4-2,,
115.72175999999999,3,4-2,,
116.02172999999999,1,j2-3,,
116.02172999999999,2,j2-3,,
116.02172999999999,3,j2-3,,
116.02172999999999,4,j2-3,,
116.02172999999999,5,j2-3,,
116.02172999999999,6,j2-3,,
116.02172999999999,7,j2-3,,
116.02172999999999,8,j2-3,,
116.02172999999999,9,j2-3,,
117.92154,1,3-4,,
117.92154,2,3-4,,
117.92154,3,3-4,,
117.92154,4,3-4,,
117.92154,5,3-4,,
117.92154,6,3-4,,
117.92154,7,3-4,,
117.92154,8,3-4,,
117.92154,9,3-4,,
118.35482999999999,1,lp4,,
118.35482999999999,7,lp4,,
118.35482999999999,6,lp4,,
118.35482999999999,8,lp4,,
118.35482999999999,9,lp4,,
118.35482999999999,2,lp4,,
118.35482999999999,4,lp4,,
118.35482999999999,5,lp4,,
118.35482999999999,3,lp4,,
119.82135,1,4-1,,
119.82135,7,4-1,,
119.82135,6,4-1,,
119.82135,8,4-1,,
119.82135,9,4-1,,
119.82135,2,4-1,,
119.82135,4,4-1,,
119.82135,5,4-1,,
119.82135,3,4-1,,
120.12132,1,1-2,,
120.12132,2,1-2,,
120.12132,3,1-2,,
120.12132,4,1-2,,
120.12132,5,1-2,,
120.12132,6,1-2,,
120.12132,7,1-2,,
120.12132,8,1-2,,
120.12132,9,1-2,,
120.65459999999999,4,j2-3,,
120.65459999999999,8,j2-3,,
120.65459999999999,2,w2,,
120.65459999999999,6,w2,,
120.65459999999999,1,w2,,
120.65459999999999,7,w2,,
120.65459999999999,9,w2,,
120.65459999999999,3,w2,,
120.65459999999999,5,w2,,
120.85458,4,,,
120.85458,8,,,
120.85458,2,j2-3,,
120.85458,6,j2-3,,
120.85458,1,,,
120.85458,7,,,
120.85458,9,,,
120.85458,3,,,
120.85458,5,,,
121.05456,4,,,
121.05456,8,,,
121.05456,2,,,
121.05456,6,,,
121.05456,1,j2-3,,
121.05456,7,j2-3,,
121.05456,9,,,
121.05456,3,,,
121.05456,5,,,
121.25453999999999,4,,,
121.25453999999999,8,,,
121.25453999999999,2,,,
121.25453999999999,6,,,
121.25453999999999,1,,,
121.25453999999999,7,,,
121.25453999999999,9,j2-3,,
121.25453999999999,3,j2-3,,
121.25453999999999,5,,,
121.42119,4,,,
121.42119,8,,,
121.42119,2,,,
121.42119,6,,,
121.42119,1,,,
121.42119,7,,,
121.42119,9,,,
121.42119,3,,,
121.42119,5,j2-3,,
123.52098,1,3-4,,
123.52098,2,3-4,,
123.52098,3,3-4,,
123.52098,4,3-4,,
123.52098,5,3-4,,
123.52098,6,3-4,,
123.52098,7,3-4,,
123.52098,8,3-4,,
123.52098,9,3-4,,
123.85427999999999,1,4-1,,
123.85427999999999,2,4-1,,
123.85427999999999,3,4-1,,
123.85427999999999,4,4-1,,
123.85427999999999,5,4-1,,
123.85427999999999,6,4-1,,
123.85427999999999,7,4-1,,
123.85427999999999,8,4-1,,
123.85427999999999,9,4-1,,
124.18758,1,lp1,,
124.18758,2,lp1,,
124.18758,3,lp1,,
124.18758,4,lp1,,
124.18758,5,lp1,,
124.18758,6,lp1,,
124.18758,7,lp1,,
124.18758,8,lp1,,
124.18758,9,lp1,,
129.25374,1,j1-2,,
129.25374,2,j1-2,,
129.25374,3,j1-2,,
129.25374,4,j1-2,,
129.25374,5,j1-2,,
129.25374,6,j1-2,,
129.25374,7,j1-2,,
129.25374,8,j1-2,,
129.25374,9,j1-2,,
129.45372,MOT_all,cut9,,
129.6537,MOT_mc_light_up_00,l2,,
129.6537,MOT_mc_light_center_00,l4,,
129.6537,MOT_mc_stage_color_00,r-flashSP2,,
129.6537,MOT_mc_speaker_00,stay,,
129.72036,1,w2,,
129.72036,2,w2,,
129.72036,3,w2,,
129.72036,4,w2,,
129.72036,5,w2,,
129.72036,6,w2,,
129.72036,7,w2,,
129.72036,8,w2,,
129.72036,9,w2,,
