0.03333,MOT_mc_bg_black_00,stay,,
66.42669,1,3-4,r1,
66.75999,1,lp4,r2,
67.05996,1,,r3,
68.02653,1,,rb2,
68.15984999999999,MOT_control_all,cut04,,
68.29317,1,,rb1,
68.55981,1,,rb0,
68.89311,2,sj1,,
68.89311,1,w4,,
69.22641,2,1-3,,
69.49305,2,sp2-3,l4,
70.05966,2,sj2,,
70.35963,2,lp2,,
71.52618,MOT_control_all,cut05,,
71.52618,3,,r1,
71.52618,2,w2,,
71.85947999999999,3,,r2,
72.19278,3,,r3,
72.52608,3,j1-3,r4,
73.02602999999999,3,lp3,,
73.79262,2,sp2-3,,
73.85928,MOT_control_all,cut06,,
73.95927,3,sp2-3,,
74.12592,1,sp2-3,,
74.42589,2,,lb3,
74.59254,3,,rb3,
74.75918999999999,2,,lb2,
74.89251,3,,rb2,
75.02583,2,,lb1,
75.15915,3,,rb1,
75.29247,2,,lb0,
75.42578999999999,3,,rb0,
76.59234,2,sj2,,
76.75899,3,sj2,,
76.85898,2,w2,,
76.92564,1,sj2,,
77.05896,3,w2,,
77.19228,1,lp2,,
77.19228,2,lp2,,
77.19228,3,lp2,,
78.45882,1,sj2,,
78.45882,2,sj2,,
78.45882,3,sj2,,
78.82545,MOT_mc_light_up_00,kirakira,,
78.82545,MOT_mc_bg_black_00,b45-20,,
78.82545,MOT_mc_stage_color_00,b2,,
78.82545,1,j2-4,,
78.82545,2,j2-4,,
78.82545,3,j2-4,,
79.22541,1,hj4,,
79.22541,2,hj4,,
79.22541,3,hj4,,
79.6587,MOT_mc_light_center_00,snow,,
79.82535,1,lp4,,
79.82535,2,lp4,,
79.82535,3,lp4,,
80.29196999999999,2,j4-1,,
80.72525999999999,3,j4-1,,
80.79191999999999,2,w1,,
81.09188999999999,1,j4-1,,
81.25854,3,w1,,
81.49185,2,j1-3,,
81.65849999999999,1,w1,,
81.92514,3,j1-3,,
82.02512999999999,2,w3,,
82.25844,1,j1-3,,
82.39175999999999,3,w3,,
82.59174,1,lp3,,
82.59174,2,lp3,,
82.59174,3,lp3,,
82.95837,2,,l1,
83.12501999999999,1,,l1,
83.29167,3,,l1,
83.79162,2,,lb0,
83.95827,1,,lb0,
84.12492,3,,lb0,
84.22491,2,,r1,
84.3249,1,,r1,
84.42488999999999,3,,r1,
85.12482,MOT_control_all,cut07,,
85.12482,2,,rb0,
85.19148,1,,rb0,
85.25814,3,,rb0,
85.52477999999999,2,w3,,
85.52477999999999,3,w3,,
85.52477999999999,1,j3-2,,
86.05806,1,sp2-3,,
86.85798,1,lp3,r1,
87.15795,1,,r2,
87.45792,1,3-1,,
87.75788999999999,1,lp1,,
88.12451999999999,1,sj1,,
88.42448999999999,1,sj1,,
88.75779,1,lp1,,
89.75769,1,1-2,rb1,
90.09098999999999,1,sp2-3,rb0,
90.59093999999999,1,sj3,,
90.89090999999999,1,lp3,,
91.35753,MOT_control_all,cut08,,
91.39085999999999,1,w3,,
91.62416999999999,2,j3-4,,
92.05745999999999,3,j3-4,,
92.12411999999999,2,w4,,
92.42408999999999,1,j3-4,,
92.59074,3,w4,,
92.82405,2,j4-3,,
92.99069999999999,1,w4,,
93.25734,3,j4-3,,
93.35732999999999,2,w3,,
93.59064,1,j4-3,,
93.72395999999999,3,w3,,
93.92394,1,lp3,,
93.92394,2,lp3,,
93.92394,3,lp3,,
94.3239,MOT_mc_light_up_00,wing,,
94.42389,1,,l1,
94.42389,2,,l1,
94.42389,3,,l1,
94.69053,1,,l2,
94.69053,2,,l2,
94.69053,3,,l2,
95.39045999999999,2,j3-4,,
95.62377,1,j3-4,,
95.85708,3,j3-4,,
95.85708,2,w4,,
96.22371,1,lp4,,
96.22371,2,lp4,,
96.22371,3,lp4,,
96.55700999999999,1,sp3-4,,
96.75699,2,sp3-4,,
96.95697,3,sp3-4,,
97.45692,2,,l3,
97.6569,1,,lb1,
97.85687999999999,3,,lb1,
98.05686,3,,lb0,
98.25684,3,,r1,
98.75679,1,,lb0,
98.95676999999999,3,,r2,
99.79002,2,j3-2,,
100.02333,1,j3-2,,
100.25663999999999,3,j3-2,,
100.6566,1,lp2,,
100.6566,2,lp2,,
100.6566,3,lp2,,
101.45652,1,j2-4,,
101.45652,2,j2-4,,
101.45652,3,j2-4,,
101.9898,1,lp4,,
101.9898,2,lp4,,
101.9898,3,lp4,,
102.62307,2,j4-2,,
103.05636,3,j4-2,,
103.12302,2,w2,,
103.42299,1,j4-2,,
103.58963999999999,3,w2,,
103.82294999999999,2,j2-3,,
103.9896,1,w2,,
104.25623999999999,3,j2-3,,
104.35623,2,w3,,
104.58954,1,j2-3,,
104.72286,3,w3,,
104.92284,1,lp3,,
104.92284,2,lp3,,
104.92284,3,lp3,,
105.38946,2,j3-1,,
105.82275,3,j3-1,,
105.88941,2,w1,,
106.18938,1,j3-1,,
106.35602999999999,3,w1,,
106.58933999999999,2,j1-2,,
106.75599,1,w1,,
107.02262999999999,3,j1-2,,
107.12262,2,w2,,
107.35593,1,j1-2,,
107.48925,3,w2,,
107.68923,1,lp2,,
107.68923,2,lp2,,
107.68923,3,lp2,,
108.42249,2,j2-4,,
108.85578,3,j2-4,,
108.92244,2,w4,,
109.22241,1,j2-4,,
109.38906,3,w4,,
109.62236999999999,2,j4-3,,
109.78902,1,w4,,
110.05565999999999,3,j4-3,,
110.15565,2,w3,,
110.38896,1,j4-3,,
110.52228,3,w3,,
110.72225999999999,1,lp3,,
110.72225999999999,2,lp3,,
110.72225999999999,3,lp3,,
111.45551999999999,1,3-2,,
111.45551999999999,2,3-2,,
111.45551999999999,3,3-2,,
111.78882,1,lp2,,
111.78882,2,lp2,,
111.78882,3,lp2,,
112.08878999999999,1,sj2,,
112.08878999999999,2,sj2,,
112.08878999999999,3,sj2,,
112.35543,1,j2-1,,
112.35543,2,j2-1,,
112.35543,3,j2-1,,
113.32199999999999,1,j1-4,,
113.32199999999999,2,j1-4,,
113.32199999999999,3,j1-4,,
113.75528999999999,1,lp4,,
113.75528999999999,2,lp4,,
113.75528999999999,3,lp4,,
114.6552,1,,l1,
114.6552,3,,rb1,
114.92183999999999,2,,l4,
114.92183999999999,1,,l2,
114.92183999999999,3,,rb0,
115.55511,2,,lb3,
115.55511,1,,lb1,
115.55511,3,,r1,
115.85508,2,,lb2,
115.85508,1,,lb0,
115.85508,3,,r2,
116.45501999999999,2,,l3,
116.45501999999999,3,,r3,
116.75498999999999,2,,l4,
116.75498999999999,3,,r4,
117.05496,2,,l5,
117.05496,3,,r5,
118.08819,2,,lb4,
118.08819,3,,rb4,
118.45482,2,,lb3,
118.45482,3,,rb3,
118.72146,2,,lb2,
118.72146,3,,rb2,
118.98809999999999,2,,lb1,
118.98809999999999,3,,rb1,
119.22140999999999,2,,lb0,
119.22140999999999,3,,rb0,
119.42138999999999,MOT_mc_light_up_00,wing-out,,
119.42138999999999,MOT_mc_light_center_00,snow-out,,
119.42138999999999,MOT_mc_stage_color_00,kirakira_out,,
119.42138999999999,2,,r1,
119.42138999999999,3,,l1,
119.55471,MOT_mc_bg_black_00,b20-80,,
119.55471,MOT_all,cut8,,
119.62137,1,4-1,,
119.62137,2,4-1,,
119.62137,3,4-1,,
119.92134,1,w1,,
119.92134,2,w1,,
119.92134,3,w1,,
