0.03333,MOT_all,cut1,,
30.39696,2,j2-1,,
30.39696,3,j2-1,,
30.49695,4,j2-1,,
30.49695,5,j2-1,,
30.930239999999998,2,w1,,
30.930239999999998,3,w1,,
30.963569999999997,1,w4,,
31.03023,4,w1,,
31.03023,5,w1,,
31.39686,MOT_mc_stage_color_00,b-flash,,
31.39686,1,4-1,,b0
31.563509999999997,2,1-3,,
31.563509999999997,3,1-3,,
31.730159999999998,1,w1,,
31.730159999999998,4,1-3,,
31.730159999999998,5,1-3,,
31.89681,2,w3,,
31.89681,3,w3,,
32.06346,4,w3,,
32.06346,5,w3,,
34.92984,MOT_mc_stage_color_00,y-flash,,
34.92984,4,3-2,,
34.92984,5,3-2,,
35.096489999999996,2,3-2,,
35.096489999999996,3,3-2,,
35.26314,1,1-2,,
35.26314,4,w2,,
35.26314,5,w2,,
35.42979,2,w2,,
35.42979,3,w2,,
35.59644,1,w2,,
38.02953,1,2-1,,f1
38.12952,2,2-4,,
38.12952,3,2-4,,
38.22951,4,2-4,,
38.22951,5,2-4,,
38.46282,2,w4,,
38.46282,3,w4,,
38.56281,1,lp1,,
38.56281,4,w4,,
38.56281,5,w4,,
39.82935,1,1-3,l1,
40.16265,1,lp3,,
41.36253,1,3-2,l2,
41.69583,1,lp2,,
43.29567,1,j2-1,,
43.82895,1,1-3,lb1,
44.16225,1,3-4,lb0,
44.49555,1,lp4,,
45.02883,1,4-1,r1,
45.16215,2,4-1,,
45.16215,3,4-1,,
45.295469999999995,4,4-1,,
45.295469999999995,5,4-1,,
45.36213,1,lp1,,
45.49545,2,w1,,
45.49545,3,w1,,
45.662099999999995,4,w1,,
45.662099999999995,5,w1,,
46.62867,1,sj1,,
47.16195,1,1-3,,
47.52858,1,3-2,,
47.89521,1,j2-4,,
48.39516,1,4-1,rb0,
48.72846,1,lp1,,
50.161649999999995,1,1-3,r1,
50.494949999999996,1,,rb0,
50.82825,1,3-2,l1,
51.16155,1,,lb0,
51.49485,1,j2-4,,
51.9948,1,4-1,l1,
52.161449999999995,2,1-2,,
52.161449999999995,3,1-2,,
52.194779999999994,MOT_mc_stage_color_00,b-flash,,
52.194779999999994,MOT_mc_light_center_00,l4,,
52.3281,1,lp1,,
52.3281,4,1-2,,
52.3281,5,1-2,,
52.494749999999996,2,w2,,
52.494749999999996,3,w2,,
52.6614,4,w2,,
52.6614,5,w2,,
55.16115,1,1-3,lb0,
55.49445,1,lp3,,
58.72746,1,3-2,r1,
58.89411,2,2-4,,
58.89411,3,2-4,,
59.060759999999995,4,2-4,,
59.060759999999995,5,2-4,,
59.094089999999994,1,lp2,,
59.22741,2,w4,,
59.22741,3,w4,,
59.394059999999996,4,w4,,
59.394059999999996,5,w4,,
62.16045,1,j2-1,,
62.227109999999996,2,4-3,,
62.227109999999996,3,4-3,,
62.293769999999995,4,4-3,,
62.293769999999995,5,4-3,,
62.56041,2,w3,,
62.56041,3,w3,,
62.627069999999996,4,w3,,
62.627069999999996,5,w3,,
62.660399999999996,1,lp1,,
64.22691,1,1-3,rb0,
64.56021,1,lp3,,
65.82675,1,3-2,,
65.89341,MOT_mc_light_center_00,l5,,
65.89341,MOT_mc_light_center_00,l1,,
65.89341,MOT_mc_stage_color_00,b-flash,,
65.89341,MOT_mc_bg_black_00,b20-45-20,,
66.02673,MOT_mc_light_center_00,l3,,
66.02673,MOT_mc_stage_color_00,y-flash,,
66.16005,1,2-1,,
66.19337999999999,MOT_mc_light_center_00,l4,,
66.19337999999999,MOT_mc_stage_color_00,r-flash,,
66.19337999999999,MOT_mc_bg_black_00,b20-45-20,,
66.22671,2,3-2,,
66.22671,3,3-2,,
66.29337,4,3-2,,
66.29337,5,3-2,,
66.42669,MOT_mc_light_center_00,l5,,
66.42669,MOT_mc_stage_color_00,b-flash,,
66.49334999999999,MOT_mc_bg_black_00,b20-45-20,,
66.49334999999999,1,1-3,,
66.56000999999999,2,2-1,,
66.56000999999999,3,2-1,,
66.59334,MOT_mc_light_center_00,l4,,
66.59334,MOT_mc_stage_color_00,r-flash,,
66.62666999999999,4,2-1,,
66.62666999999999,5,2-1,,
66.75999,MOT_mc_light_center_00,l5,,
66.75999,MOT_mc_bg_black_00,b20-45-20,,
66.75999,MOT_mc_stage_color_00,b-flash,,
66.82665,1,j1-4,,
66.89331,2,j1-3,,
66.89331,3,j1-3,,
66.95997,MOT_mc_light_center_00,l4,,
66.95997,MOT_mc_bg_black_00,b20-45-20,,
66.95997,MOT_mc_stage_color_00,y-flash,,
66.95997,4,j1-3,,
66.95997,5,j1-3,,
67.52658,1,hj4,,
67.59324,2,hj3,,
67.59324,3,hj3,,
67.6599,MOT_mc_light_center_00,l5,,
67.6599,MOT_mc_bg_black_00,b20-45-20,,
67.6599,MOT_mc_stage_color_00,r-flash,,
67.6599,4,hj3,,
67.6599,5,hj3,,
68.19318,1,j4-3,,
68.25984,2,3-1,,
68.25984,3,3-1,,
68.3265,4,3-1,,
68.3265,5,3-1,,
68.59313999999999,2,lp1,,
68.59313999999999,3,lp1,,
68.65979999999999,4,lp1,,
68.65979999999999,5,lp1,,
68.69313,1,3-2,,
69.05976,1,sj2,,
69.55971,1,2-4,r1,
69.62637,2,1-3,,
69.62637,3,1-3,,
69.69303,4,1-3,,
69.69303,5,1-3,,
69.89301,1,lp4,rb0,
69.95967,2,lp3,,
69.95967,3,lp3,,
70.02633,4,lp3,,
70.02633,5,lp3,,
70.25963999999999,1,4-1,l1,
70.59294,1,j1-3,lb0,
70.6596,2,3-2,,
70.6596,3,3-2,,
70.72626,4,3-2,,
70.72626,5,3-2,,
70.99289999999999,2,lp2,,
70.99289999999999,3,lp2,,
71.05955999999999,4,lp2,,
71.05955999999999,5,lp2,,
71.42618999999999,1,lp3,l1,
71.49284999999999,2,2-4,,
71.49284999999999,3,2-4,,
71.55951,4,2-4,,
71.55951,5,2-4,,
71.69283,1,3-2,lb0,
71.82615,2,lp4,,
71.82615,3,lp4,,
71.89281,4,lp4,,
71.89281,5,lp4,,
72.02613,1,lp2,r1,
72.29276999999999,1,2-4,rb0,
72.62607,1,sj4,,
73.12602,1,4-1,,
73.19268,2,4-1,,
73.19268,3,4-1,,
73.25934,4,4-1,,
73.25934,5,4-1,,
73.39265999999999,1,1-2,,
73.52597999999999,2,lp1,,
73.52597999999999,3,lp1,,
73.59264,4,lp1,,
73.59264,5,lp1,,
73.6593,1,2-3,,
73.89260999999999,MOT_mc_stage_color_00,b-flash,,
73.89260999999999,MOT_mc_light_center_00,l3,,
73.89260999999999,MOT_mc_bg_black_00,b20-45-20,,
73.89260999999999,1,3-4,,
74.12592,1,hj4,,
74.15925,MOT_mc_stage_color_00,y-flash,,
74.15925,MOT_mc_light_center_00,l5,,
74.15925,MOT_mc_bg_black_00,b20-45-20,,
74.15925,2,j1-2,,
74.15925,3,j1-2,,
74.22591,4,j1-2,,
74.22591,5,j1-2,,
74.79252,1,4-2,,
74.85918,2,2-4,,
74.85918,3,2-4,,
74.92584,4,2-4,,
74.92584,5,2-4,,
75.15915,1,sj2,,
75.22581,2,lp4,r1,
75.22581,3,lp4,l1,
75.29247,4,lp4,r1,
75.29247,5,lp4,l1,
75.69243,1,j2-3,,
75.75909,2,,rb0,
75.75909,3,,lb0,
75.82575,4,,rb0,
75.82575,5,,lb0,
75.9924,2,4-2,,
75.9924,3,4-2,,
76.05906,4,4-2,,
76.05906,5,4-2,,
76.3257,2,lp2,,
76.3257,3,lp2,,
76.39236,4,lp2,,
76.39236,5,lp2,,
76.52568,1,3-1,,
76.89231,1,1-2,,
77.25894,1,2-4,,
77.62557,1,sj4,,
77.6589,2,2-3,,
77.6589,3,2-3,,
77.69223,4,2-3,,
77.69223,5,2-3,,
77.9922,2,lp3,,
77.9922,3,lp3,,
78.02553,4,lp3,,
78.02553,5,lp3,,
78.12552,1,4-1,l1,
78.42549,1,1-3,lb0,
78.45882,2,3-4,,
78.45882,3,3-4,,
78.49215,4,3-4,,
78.49215,5,3-4,,
78.75878999999999,1,3-2,r1,
78.79212,2,lp4,,
78.79212,3,lp4,,
78.82545,4,lp4,,
78.82545,5,lp4,,
79.12541999999999,1,2-4,rb0,
79.45872,1,4-1,l1,
79.82535,1,1-3,lb0,
79.85867999999999,2,4-1,,
79.85867999999999,3,4-1,,
79.89201,MOT_mc_stage_color_00,b-flash,,
79.89201,MOT_mc_light_center_00,l3,,
79.89201,MOT_mc_bg_black_00,b20-45-20,,
79.89201,4,4-1,,
79.89201,5,4-1,,
80.15865,1,j3-4,,
80.19198,2,1-2,,
80.19198,3,1-2,,
80.22531,4,1-2,,
80.22531,5,1-2,,
80.3253,MOT_mc_stage_color_00,r-flash,,
80.3253,MOT_mc_light_center_00,l4,,
80.52528,2,w2,,
80.52528,3,w2,,
80.55861,4,w2,,
80.55861,5,w2,,
80.65859999999999,1,hj4,,
80.72525999999999,2,j2-3,,
80.72525999999999,3,j2-3,,
80.79191999999999,4,j2-3,,
80.79191999999999,5,j2-3,,
80.82525,MOT_mc_stage_color_00,y-flash,,
80.82525,MOT_mc_bg_black_00,b20-45-20,,
80.82525,MOT_mc_light_center_00,l5,,
81.22520999999999,2,w3,,
81.22520999999999,3,w3,,
81.29187,4,w3,,
81.29187,5,w3,,
81.3252,1,w4,,
81.75849,1,4-2,,
81.82515,MOT_mc_stage_color_00,b-flash,,
81.85848,2,3-1,,
81.85848,3,3-1,,
81.95846999999999,4,3-1,,
81.95846999999999,5,3-1,,
82.09179,1,w2,,
82.19178,2,w1,,
82.19178,3,w1,,
82.29177,4,w1,,
82.29177,5,w1,,
82.82504999999999,1,hj2,,
82.89171,2,hj1,,
82.89171,3,hj1,,
82.95837,4,hj1,,
82.95837,5,hj1,,
83.49164999999999,1,w2,,
83.55830999999999,2,w1,,
83.55830999999999,3,w1,,
83.62496999999999,4,w1,,
83.62496999999999,5,w1,,
84.59154,1,hj2,,
84.6582,2,hj1,,
84.6582,3,hj1,,
84.72485999999999,4,hj1,,
84.72485999999999,5,hj1,,
84.92484,MOT_mc_stage_color_00,y-flash,,
85.25814,1,2-3,,
85.3248,2,1-3,,
85.3248,3,1-3,,
85.39146,4,1-3,,
85.39146,5,1-3,,
85.59143999999999,1,w3,,
85.65809999999999,2,w3,,
85.65809999999999,3,w3,,
85.72475999999999,4,w3,,
85.72475999999999,5,w3,,
86.32469999999999,1,hj3,,
86.39135999999999,2,hj3,,
86.39135999999999,3,hj3,,
86.45801999999999,4,hj3,,
86.45801999999999,5,hj3,,
86.92464,MOT_mc_stage_color_00,b-flash,,
86.92464,MOT_mc_light_center_00,l3,,
86.9913,1,w3,,
87.05796,2,w3,,
87.05796,3,w3,,
87.12462,MOT_mc_stage_color_00,r-flash,,
87.12462,MOT_mc_light_center_00,l5,,
87.12462,4,w3,,
87.12462,5,w3,,
87.29127,MOT_mc_stage_color_00,b-flash,,
87.29127,MOT_mc_light_center_00,l3,,
87.49125,MOT_mc_stage_color_00,y-flash,,
87.49125,MOT_mc_light_center_00,l5,,
87.62456999999999,1,sp3-4,,
87.6579,MOT_mc_stage_color_00,r-flash,,
87.6579,MOT_mc_light_center_00,l4,,
87.69122999999999,2,sp3-4,,
87.69122999999999,3,sp3-4,,
87.75788999999999,4,sp3-4,,
87.75788999999999,5,sp3-4,,
87.79122,MOT_mc_stage_color_00,y-flash,,
87.79122,MOT_mc_light_center_00,l3,,
87.92454,MOT_mc_stage_color_00,b-flash,,
87.92454,MOT_mc_light_center_00,l4,,
88.02453,MOT_mc_stage_color_00,r-flash,,
88.02453,MOT_mc_light_center_00,l3,,
88.12451999999999,MOT_mc_stage_color_00,y-flash,,
88.12451999999999,MOT_mc_light_center_00,l5,,
88.22451,MOT_mc_stage_color_00,b-flash,,
88.22451,MOT_mc_light_center_00,l3,,
88.29117,1,hj4,,
88.3245,MOT_mc_stage_color_00,r-flash,,
88.3245,MOT_mc_light_center_00,l4,,
88.3245,MOT_mc_bg_black_00,b65-20_2,,
88.35782999999999,2,hj4,,
88.35782999999999,3,hj4,,
88.42448999999999,4,hj4,,
88.42448999999999,5,hj4,,
88.62447,MOT_mc_light_center_00,l5,,
88.62447,MOT_mc_bg_black_00,b20-45-20,,
88.62447,MOT_mc_stage_color_00,y-flash,,
88.95777,1,j4-1,,
89.02443,2,4-3,,
89.02443,3,4-3,,
89.09109,4,4-3,,
89.09109,5,4-3,,
89.35772999999999,2,lp3,,
89.35772999999999,3,lp3,,
89.42439,4,lp3,,
89.42439,5,lp3,,
89.45772,1,1-3,,
89.82435,1,sj3,,
90.3243,1,3-2,r1,
90.39095999999999,2,3-2,,
90.39095999999999,3,3-2,,
90.45761999999999,4,3-2,,
90.45761999999999,5,3-2,,
90.6576,1,lp2,rb0,
90.72426,2,lp2,,
90.72426,3,lp2,,
90.79092,4,lp2,,
90.79092,5,lp2,,
91.02423,1,2-4,l1,
91.35753,1,j4-1,lb0,
91.42419,2,2-1,,
91.42419,3,2-1,,
91.49085,4,2-1,,
91.49085,5,2-1,,
91.75748999999999,2,lp1,,
91.75748999999999,3,lp1,,
91.82414999999999,4,lp1,,
91.82414999999999,5,lp1,,
92.19077999999999,1,lp1,l1,
92.25744,2,1-4,,
92.25744,3,1-4,,
92.3241,4,1-4,,
92.3241,5,1-4,,
92.45742,1,1-3,lb0,
92.59074,2,lp4,,
92.59074,3,lp4,,
92.6574,4,lp4,,
92.6574,5,lp4,,
92.79072,1,lp3,r1,
93.05736,1,3-2,rb0,
93.39066,1,sj2,,
93.89061,1,2-4,,
93.95727,2,4-1,,
93.95727,3,4-1,,
94.02393,4,4-1,,
94.02393,5,4-1,,
94.15724999999999,1,4-1,,
94.29057,2,lp1,,
94.29057,3,lp1,,
94.35723,4,lp1,,
94.35723,5,lp1,,
94.42389,1,1-3,,
94.65719999999999,MOT_mc_stage_color_00,b-flash,,
94.65719999999999,MOT_mc_light_center_00,l3,,
94.65719999999999,MOT_mc_bg_black_00,b20-45-20,,
94.65719999999999,1,3-4,,
94.89050999999999,1,hj4,,
94.92384,2,j1-2,,
94.92384,3,j1-2,,
94.9905,4,j1-2,,
94.9905,5,j1-2,,
95.02382999999999,MOT_mc_stage_color_00,r-flash,,
95.02382999999999,MOT_mc_light_center_00,l5,,
95.02382999999999,MOT_mc_bg_black_00,b20-45-20,,
95.55711,1,4-2,,
95.62377,2,2-4,,
95.62377,3,2-4,,
95.69042999999999,4,2-4,,
95.69042999999999,5,2-4,,
95.92374,1,sj2,,
95.9904,2,lp4,r1,
95.9904,3,lp4,l1,
96.05705999999999,4,lp4,r1,
96.05705999999999,5,lp4,l1,
96.45702,1,j2-3,,
96.52368,2,,rb0,
96.52368,3,,lb0,
96.59034,4,,rb0,
96.59034,5,,lb0,
96.75699,2,4-2,,
96.75699,3,4-2,,
96.82365,4,4-2,,
96.82365,5,4-2,,
97.09029,2,lp2,,
97.09029,3,lp2,,
97.15695,4,lp2,,
97.15695,5,lp2,,
97.29026999999999,1,3-1,,
97.6569,1,1-2,,
98.02353,1,2-4,,
98.39016,1,sj4,,
98.42349,2,2-3,,
98.42349,3,2-3,,
98.45682,4,2-3,,
98.45682,5,2-3,,
98.75679,2,lp3,,
98.75679,3,lp3,,
98.79012,4,lp3,,
98.79012,5,lp3,,
98.89010999999999,1,4-1,l1,
99.19008,1,1-3,lb0,
99.22341,2,3-4,,
99.22341,3,3-4,,
99.25674,4,3-4,,
99.25674,5,3-4,,
99.52337999999999,1,3-2,r1,
99.55671,2,lp4,,
99.55671,3,lp4,,
99.59004,4,lp4,,
99.59004,5,lp4,,
99.89000999999999,1,2-1,rb0,
100.22331,1,1-3,l1,
100.58994,1,3-4,lb0,
100.62326999999999,2,4-3,,
100.62326999999999,3,4-3,,
100.6566,4,4-3,,
100.6566,5,4-3,,
100.72326,MOT_mc_stage_color_00,b-flash,,
100.72326,MOT_mc_light_center_00,l4,,
100.72326,MOT_mc_bg_black_00,b20-45-20,,
100.95657,2,w3,,
100.95657,3,w3,,
100.98989999999999,4,w3,,
100.98989999999999,5,w3,,
101.12321999999999,1,hj4,,
101.15655,MOT_mc_stage_color_00,r-flash,,
101.15655,MOT_mc_light_center_00,l3,,
101.18988,2,hj3,,
101.18988,3,hj3,,
101.25654,4,hj3,,
101.25654,5,hj3,,
101.6565,MOT_mc_stage_color_00,y-flash,,
101.6565,MOT_mc_bg_black_00,b20-45-20,,
101.6565,MOT_mc_light_center_00,l4,,
101.78981999999999,1,4-2,,
101.85647999999999,2,3-2,,
101.85647999999999,3,3-2,,
101.92313999999999,4,3-2,,
101.92313999999999,5,3-2,,
102.02313,1,2-3,,
102.18978,2,lp2,,
102.18978,3,lp2,,
102.25644,1,3-1,,
102.25644,4,lp2,,
102.25644,5,lp2,,
102.48975,MOT_mc_light_center_00,l5,,
102.48975,MOT_mc_bg_black_00,b20-45-20,,
102.48975,MOT_mc_stage_color_00,r-flash,,
102.48975,1,j1-4,,
102.55641,2,2-3,,
102.55641,3,2-3,,
102.62307,4,2-3,,
102.62307,5,2-3,,
102.88971,2,w3,,
102.88971,3,w3,,
102.95636999999999,4,w3,,
102.95636999999999,5,w3,,
102.9897,1,hj4,,
103.05636,2,3-1,,
103.05636,3,3-1,,
103.12302,4,3-1,,
103.12302,5,3-1,,
103.38965999999999,2,lp1,,
103.38965999999999,3,lp1,,
103.45631999999999,4,lp1,,
103.45631999999999,5,lp1,,
103.6563,1,4-2,,
103.72296,2,1-2,,
103.72296,3,1-2,,
103.78962,4,1-2,,
103.78962,5,1-2,,
104.02293,1,lp2,r1,
104.08959,2,2-4,,
104.08959,3,2-4,,
104.15625,4,2-4,,
104.15625,5,2-4,,
104.25623999999999,1,,r2,
104.45622,2,lp4,,
104.45622,3,lp4,,
104.48955,1,,r3,
104.52288,4,lp4,,
104.52288,5,lp4,,
104.72286,1,2-4,rb2,
105.05615999999999,1,4-1,rb1,
105.38946,1,1-4,rb0,
105.45612,2,4-2,,
105.45612,3,4-2,,
105.52278,4,4-2,,
105.52278,5,4-2,,
105.72276,1,4-2,,
105.95607,1,lp2,l1,
106.02273,2,2-3,,
106.02273,3,2-3,,
106.08939,4,2-3,,
106.08939,5,2-3,,
106.18938,MOT_mc_stage_color_00,b-flash,,
106.18938,MOT_mc_bg_black_00,b45-65,,
106.18938,MOT_mc_light_center_00,l3,,
106.22270999999999,1,,l2,
106.35602999999999,2,lp3,,
106.35602999999999,3,lp3,,
106.42268999999999,4,lp3,,
106.42268999999999,5,lp3,,
106.48935,1,,lb1,
106.75599,1,,l2,
106.9893,1,,l3,
107.22260999999999,1,,lb2,
107.48925,1,,l3,
107.75589,1,2-4,lb2,
107.82254999999999,2,3-2,,
107.82254999999999,3,3-2,,
107.88920999999999,4,3-2,,
107.88920999999999,5,3-2,,
107.9892,MOT_mc_bg_black_00,b65-35-65,,
107.9892,MOT_mc_stage_color_00,b-flash,,
107.9892,MOT_mc_light_center_00,l5,,
108.08919,1,4-1,lb1,
108.15585,2,2-1,,
108.15585,3,2-1,,
108.18918,MOT_mc_stage_color_00,r-flash,,
108.18918,MOT_mc_light_center_00,l3,,
108.22251,4,2-1,,
108.22251,5,2-1,,
108.42249,MOT_mc_stage_color_00,y-flash,,
108.42249,MOT_mc_light_center_00,l4,,
108.42249,1,1-4,lb0,
108.48915,2,1-4,,
108.48915,3,1-4,,
108.55581,4,1-4,,
108.55581,5,1-4,,
108.62246999999999,MOT_mc_stage_color_00,b-flash,,
108.62246999999999,MOT_mc_light_center_00,l5,,
108.75578999999999,1,hj4,,
108.82244999999999,MOT_mc_stage_color_00,r-flash,,
108.82244999999999,MOT_mc_light_center_00,l3,,
108.82244999999999,2,hj4,,
108.82244999999999,3,hj4,,
108.88910999999999,4,hj4,,
108.88910999999999,5,hj4,,
109.02243,MOT_mc_stage_color_00,y-flash,,
109.02243,MOT_mc_light_center_00,l4,,
109.22241,MOT_mc_stage_color_00,r-flash,,
109.22241,MOT_mc_light_center_00,l5,,
109.28907,1,w4,,
109.3224,2,w4,,
109.3224,3,w4,,
109.35573,4,w4,,
109.35573,5,w4,,
109.38906,MOT_mc_bg_black_00,b45-80_2,,
109.38906,MOT_mc_stage_color_00,b-flash,,
109.38906,MOT_mc_light_center_00,stay,,
109.38906,MOT_speaker_00,stay,,
109.52238,MOT_mc_stage_color_00,stay,,
